elasticsearch_1  | Created elasticsearch keystore in /usr/share/elasticsearch/config/elasticsearch.keystore
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:15,092Z", "level": "INFO", "component": "o.e.x.i.IndexLifecycleTransition", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "moving index [.kibana-event-log-7.15.0-snapshot-000001] from [null] to [{\"phase\":\"new\",\"action\":\"complete\",\"name\":\"complete\"}] in policy [kibana-event-log-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:15,183Z", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "Cluster health status changed from [YELLOW] to [GREEN] (reason: [shards started [[.kibana-event-log-7.15.0-snapshot-000001][0]]]).", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:15,266Z", "level": "INFO", "component": "o.e.x.i.IndexLifecycleTransition", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "moving index [.kibana-event-log-7.15.0-snapshot-000001] from [{\"phase\":\"new\",\"action\":\"complete\",\"name\":\"complete\"}] to [{\"phase\":\"hot\",\"action\":\"unfollow\",\"name\":\"branch-check-unfollow-prerequisites\"}] in policy [kibana-event-log-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:15,339Z", "level": "INFO", "component": "o.e.x.i.IndexLifecycleTransition", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "moving index [.kibana-event-log-7.15.0-snapshot-000001] from [{\"phase\":\"hot\",\"action\":\"unfollow\",\"name\":\"branch-check-unfollow-prerequisites\"}] to [{\"phase\":\"hot\",\"action\":\"rollover\",\"name\":\"check-rollover-ready\"}] in policy [kibana-event-log-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:15,422Z", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index lifecycle policy [kibana-reporting]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:16,569Z", "level": "INFO", "component": "o.e.c.m.MetadataMappingService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_7.15.0_001/L_D-eUx5RACpUd8Gth2HMw] update_mapping [_doc]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:16,988Z", "level": "INFO", "component": "o.e.c.m.MetadataMappingService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_7.15.0_001/L_D-eUx5RACpUd8Gth2HMw] update_mapping [_doc]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "deprecation.elasticsearch", "timestamp": "2021-09-08T14:08:17,042Z", "level": "DEPRECATION", "component": "o.e.d.c.m.IndexNameExpressionResolver", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "this request accesses system indices: [.security-7], but in a future major version, direct access to system indices will be prevented by default", "key": "open_system_index_access", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:17,973Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [.fleet_component_template-1]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:18,300Z", "level": "INFO", "component": "o.e.c.m.MetadataMappingService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_7.15.0_001/L_D-eUx5RACpUd8Gth2HMw] update_mapping [_doc]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:19,462Z", "level": "INFO", "component": "o.e.c.m.MetadataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.ds-ilm-history-5-2021.09.08-000001] creating index, cause [initialize_data_stream], templates [ilm-history], shards [1]/[0]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:19,468Z", "level": "INFO", "component": "o.e.c.m.MetadataCreateDataStreamService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding data stream [ilm-history-5] with write index [.ds-ilm-history-5-2021.09.08-000001], backing indices [], and aliases []", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:19,527Z", "level": "INFO", "component": "o.e.x.i.IndexLifecycleTransition", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "moving index [.ds-ilm-history-5-2021.09.08-000001] from [null] to [{\"phase\":\"new\",\"action\":\"complete\",\"name\":\"complete\"}] in policy [ilm-history-ilm-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:19,578Z", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "Cluster health status changed from [YELLOW] to [GREEN] (reason: [shards started [[.ds-ilm-history-5-2021.09.08-000001][0]]]).", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:20,070Z", "level": "INFO", "component": "o.e.c.m.MetadataMappingService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_7.15.0_001/L_D-eUx5RACpUd8Gth2HMw] update_mapping [_doc]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:20,149Z", "level": "INFO", "component": "o.e.x.i.IndexLifecycleTransition", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "moving index [.ds-ilm-history-5-2021.09.08-000001] from [{\"phase\":\"new\",\"action\":\"complete\",\"name\":\"complete\"}] to [{\"phase\":\"hot\",\"action\":\"unfollow\",\"name\":\"branch-check-unfollow-prerequisites\"}] in policy [ilm-history-ilm-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:20,211Z", "level": "INFO", "component": "o.e.c.m.MetadataMappingService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_7.15.0_001/L_D-eUx5RACpUd8Gth2HMw] update_mapping [_doc]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:20,218Z", "level": "INFO", "component": "o.e.c.m.MetadataMappingService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_7.15.0_001/L_D-eUx5RACpUd8Gth2HMw] update_mapping [_doc]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:20,304Z", "level": "INFO", "component": "o.e.x.i.IndexLifecycleTransition", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "moving index [.ds-ilm-history-5-2021.09.08-000001] from [{\"phase\":\"hot\",\"action\":\"unfollow\",\"name\":\"branch-check-unfollow-prerequisites\"}] to [{\"phase\":\"hot\",\"action\":\"rollover\",\"name\":\"check-rollover-ready\"}] in policy [ilm-history-ilm-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:20,377Z", "level": "INFO", "component": "o.e.c.m.MetadataMappingService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_7.15.0_001/L_D-eUx5RACpUd8Gth2HMw] update_mapping [_doc]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:22,631Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.apm_server@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:22,721Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.auditbeat@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:22,791Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.apm_server@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:22,851Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.auditbeat@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:22,907Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.auditbeat@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:22,961Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.apm_server@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,019Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.apm_server@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,087Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,139Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.elastic_agent@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,201Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.endpoint_security@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,250Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.endpoint_security@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,299Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.filebeat@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,345Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.filebeat@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,395Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.fleet_server@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,440Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.fleet_server@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,487Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.heartbeat@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,534Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.heartbeat@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,587Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.metricbeat@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,634Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.metricbeat@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,682Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.osquerybeat@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,727Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.osquerybeat@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,774Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.packetbeat@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,860Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.packetbeat@mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,909Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.auditbeat@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:23,956Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.endpoint_security@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,018Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.endpoint_security@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,077Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.filebeat@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,123Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.fleet_server@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,178Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.fleet_server@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,230Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.heartbeat@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,279Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.heartbeat@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,332Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.filebeat@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,379Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.elastic_agent@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,426Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.metricbeat@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,471Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.metricbeat@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,498Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,547Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.packetbeat@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,595Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.osquerybeat@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,637Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-elastic_agent.osquerybeat@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,688Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-elastic_agent.packetbeat@custom]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,741Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [metrics-elastic_agent.auditbeat] for index patterns [metrics-elastic_agent.auditbeat-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,793Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [metrics-elastic_agent.apm_server] for index patterns [metrics-elastic_agent.apm_server-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,843Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [logs-elastic_agent.apm_server] for index patterns [logs-elastic_agent.apm_server-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,892Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [logs-elastic_agent.auditbeat] for index patterns [logs-elastic_agent.auditbeat-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:24,940Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [metrics-elastic_agent.endpoint_security] for index patterns [metrics-elastic_agent.endpoint_security-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
