elasticsearch_1  | Created elasticsearch keystore in /usr/share/elasticsearch/config/elasticsearch.keystore
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:54,695Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [.ml-anomalies-] for index patterns [.ml-anomalies-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:54,731Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [.ml-state] for index patterns [.ml-state*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:54,770Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:54,801Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:54,839Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [data-streams-mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:54,870Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [metrics-settings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:54,908Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [logs-settings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,005Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [synthetics-mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,050Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [synthetics-settings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,118Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [.watch-history-13] for index patterns [.watcher-history-13*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,156Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [ilm-history] for index patterns [ilm-history-5*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,195Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [.slm-history] for index patterns [.slm-history-5*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,223Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [.deprecation-indexing-settings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,251Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [.deprecation-indexing-mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,283Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding template [.monitoring-alerts-7] for index patterns [.monitoring-alerts-7]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,324Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding template [.monitoring-es] for index patterns [.monitoring-es-7-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,359Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding template [.monitoring-kibana] for index patterns [.monitoring-kibana-7-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,400Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding template [.monitoring-logstash] for index patterns [.monitoring-logstash-7-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,443Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding template [.monitoring-beats] for index patterns [.monitoring-beats-7-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,498Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [metrics] for index patterns [metrics-*-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,542Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [logs] for index patterns [logs-*-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,592Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [synthetics] for index patterns [synthetics-*-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,635Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index template [.deprecation-indexing-template] for index patterns [.logs-deprecation.*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,681Z", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index lifecycle policy [ml-size-based-ilm-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,730Z", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index lifecycle policy [logs]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,774Z", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index lifecycle policy [synthetics]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,806Z", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index lifecycle policy [metrics]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,835Z", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index lifecycle policy [watch-history-ilm-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,868Z", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index lifecycle policy [ilm-history-ilm-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,905Z", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index lifecycle policy [slm-history-ilm-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,936Z", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index lifecycle policy [.deprecation-indexing-ilm-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:55,964Z", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index lifecycle policy [.fleet-actions-results-ilm-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:56,123Z", "level": "INFO", "component": "o.e.l.LicenseService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "license [2bccc39b-b3b1-4d77-adf8-bd82bf2ef183] mode [trial] - valid", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:56,124Z", "level": "INFO", "component": "o.e.x.s.a.Realms", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "license mode is [trial], currently licensed security realms are [reserved/reserved,file/default_file,native/default_native]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:07:56,125Z", "level": "INFO", "component": "o.e.x.s.s.SecurityStatusChangeListener", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "Active license is now [TRIAL]; Security is enabled", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:10,722Z", "level": "INFO", "component": "o.e.c.m.MetadataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_7.15.0_001] creating index, cause [api], templates [], shards [1]/[1]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:10,736Z", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "updating number_of_replicas to [0] for indices [.kibana_7.15.0_001]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:10,934Z", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "Cluster health status changed from [YELLOW] to [GREEN] (reason: [shards started [[.kibana_7.15.0_001][0]]]).", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:10,979Z", "level": "INFO", "component": "o.e.c.m.MetadataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_task_manager_7.15.0_001] creating index, cause [api], templates [], shards [1]/[1]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:10,980Z", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "updating number_of_replicas to [0] for indices [.kibana_task_manager_7.15.0_001]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:11,035Z", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "Cluster health status changed from [YELLOW] to [GREEN] (reason: [shards started [[.kibana_task_manager_7.15.0_001][0]]]).", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:13,116Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [.alerts-technical-mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:13,216Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [.alerts-ecs-mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:13,256Z", "level": "INFO", "component": "o.e.c.m.MetadataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.apm-agent-configuration] creating index, cause [api], templates [], shards [1]/[1]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:13,257Z", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "updating number_of_replicas to [0] for indices [.apm-agent-configuration]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:13,305Z", "level": "INFO", "component": "o.e.c.m.MetadataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.apm-custom-link] creating index, cause [api], templates [], shards [1]/[1]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:13,308Z", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "updating number_of_replicas to [0] for indices [.apm-custom-link]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:13,405Z", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "Cluster health status changed from [YELLOW] to [GREEN] (reason: [shards started [[.apm-custom-link][0]]]).", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:13,454Z", "level": "INFO", "component": "o.e.c.m.MetadataMappingService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_task_manager_7.15.0_001/6QF9VVFVRmKJfoXVbFL3ZQ] update_mapping [_doc]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:13,498Z", "level": "INFO", "component": "o.e.c.m.MetadataMappingService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_7.15.0_001/L_D-eUx5RACpUd8Gth2HMw] update_mapping [_doc]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "deprecation.elasticsearch", "timestamp": "2021-09-08T14:08:13,520Z", "level": "DEPRECATION", "component": "o.e.d.r.RestController", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "Legacy index templates are deprecated in favor of composable templates.", "key": "deprecated_route_PUT_/_template/{name}", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:13,601Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding template [.kibana_security_session_index_template_1] for index patterns [.kibana_security_session_1]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:13,629Z", "level": "INFO", "component": "o.e.x.s.s.SecurityIndexManager", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "security index does not exist, creating [.security-7] with alias [.security]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:13,697Z", "level": "INFO", "component": "o.e.c.m.MetadataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.security-7] creating index, cause [api], templates [], shards [1]/[0]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:13,763Z", "level": "INFO", "component": "o.e.c.m.MetadataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_security_session_1] creating index, cause [api], templates [.kibana_security_session_index_template_1], shards [1]/[0]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:14,043Z", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "Cluster health status changed from [YELLOW] to [GREEN] (reason: [shards started [[.kibana_security_session_1][0]]]).", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:14,307Z", "level": "INFO", "component": "o.e.c.m.MetadataMappingService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_7.15.0_001/L_D-eUx5RACpUd8Gth2HMw] update_mapping [_doc]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:14,322Z", "level": "INFO", "component": "o.e.c.m.MetadataMappingService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana_7.15.0_001/L_D-eUx5RACpUd8Gth2HMw] update_mapping [_doc]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:14,433Z", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index lifecycle policy [.alerts-ilm-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:14,506Z", "level": "INFO", "component": "o.e.x.i.a.TransportPutLifecycleAction", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding index lifecycle policy [kibana-event-log-policy]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:14,573Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [.alerts-observability.logs.alerts-mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:14,641Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [.alerts-observability.metrics.alerts-mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:14,700Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [.alerts-observability.apm.alerts-mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:14,762Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding component template [.alerts-observability.uptime.alerts-mappings]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:14,867Z", "level": "INFO", "component": "o.e.c.m.MetadataIndexTemplateService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "adding template [.kibana-event-log-7.15.0-snapshot-template] for index patterns [.kibana-event-log-7.15.0-snapshot-*]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "deprecation.elasticsearch", "timestamp": "2021-09-08T14:08:14,942Z", "level": "DEPRECATION", "component": "o.e.d.c.m.MetadataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "index name [.kibana-event-log-7.15.0-snapshot-000001] starts with a dot '.', in the next major version, index names starting with a dot are reserved for hidden indices and system indices", "key": "index_name_starts_with_dot", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:14,954Z", "level": "INFO", "component": "o.e.c.m.MetadataCreateIndexService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "[.kibana-event-log-7.15.0-snapshot-000001] creating index, cause [api], templates [.kibana-event-log-7.15.0-snapshot-template], shards [1]/[1]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
elasticsearch_1  | {"type": "server", "timestamp": "2021-09-08T14:08:14,958Z", "level": "INFO", "component": "o.e.c.r.a.AllocationService", "cluster.name": "docker-cluster", "node.name": "013f5d6c2ef8", "message": "updating number_of_replicas to [0] for indices [.kibana-event-log-7.15.0-snapshot-000001]", "cluster.uuid": "1VPmRPFYTe6-2YrBS2HhGA", "node.id": "StdLjr0dQAWqupR_nuGQRA"  }
